country_code,dependency_code,world_region,Year,Dualcit_cat,class
882,554,6,1978,210,2
882,554,6,1977,210,2
882,554,6,1976,210,2
882,554,6,1975,210,2
882,554,6,1974,210,2
882,554,6,1973,210,2
882,554,6,1972,999,9
882,554,6,1971,999,9
882,554,6,1970,999,9
882,554,6,1969,999,9
882,554,6,1968,999,9
882,554,6,1967,999,9
882,554,6,1966,999,9
882,554,6,1965,999,9
882,554,6,1964,999,9
882,554,6,1963,999,9
882,554,6,1962,999,9
882,554,6,1961,0,0
882,554,6,1960,0,0
670,826,4,2020,210,2
670,826,4,2019,210,2
670,826,4,2018,210,2
670,826,4,2017,210,2
670,826,4,2016,210,2
670,826,4,2015,210,2
670,826,4,2014,210,2
670,826,4,2013,210,2
670,826,4,2012,210,2
670,826,4,2011,210,2
670,826,4,2010,210,2
670,826,4,2009,210,2
670,826,4,2008,210,2
670,826,4,2007,210,2
670,826,4,2006,210,2
670,826,4,2005,210,2
670,826,4,2004,210,2
670,826,4,2003,210,2
670,826,4,2002,210,2
670,826,4,2001,210,2
670,826,4,2000,210,2
670,826,4,1999,210,2
670,826,4,1998,210,2
670,826,4,1997,210,2
670,826,4,1996,210,2
670,826,4,1995,210,2
670,826,4,1994,210,2
670,826,4,1993,210,2
670,826,4,1992,210,2
670,826,4,1991,210,2
670,826,4,1990,210,2
670,826,4,1989,210,2
670,826,4,1988,210,2
670,826,4,1987,210,2
670,826,4,1986,210,2
670,826,4,1985,210,2
670,826,4,1984,210,2
670,826,4,1983,210,2
670,826,4,1982,210,2
670,826,4,1981,210,2
670,826,4,1980,210,2
670,826,4,1979,0,0
670,826,4,1978,0,0
670,826,4,1977,0,0
670,826,4,1976,0,0
670,826,4,1975,0,0
670,826,4,1974,0,0
670,826,4,1973,0,0
670,826,4,1972,0,0
670,826,4,1971,0,0
670,826,4,1970,0,0
670,826,4,1969,0,0
670,826,4,1968,0,0
670,826,4,1967,0,0
670,826,4,1966,0,0
670,826,4,1965,0,0
670,826,4,1964,0,0
670,826,4,1963,0,0
670,826,4,1962,0,0
670,826,4,1961,0,0
670,826,4,1960,0,0
662,826,4,2020,210,2
662,826,4,2019,210,2
662,826,4,2018,210,2
662,826,4,2017,210,2
662,826,4,2016,210,2
662,826,4,2015,210,2
662,826,4,2014,210,2
662,826,4,2013,210,2
662,826,4,2012,210,2
662,826,4,2011,210,2
662,826,4,2010,210,2
662,826,4,2009,210,2
662,826,4,2008,210,2
662,826,4,2007,210,2
662,826,4,2006,210,2
662,826,4,2005,210,2
662,826,4,2004,210,2
662,826,4,2003,210,2
662,826,4,2002,210,2
662,826,4,2001,210,2
662,826,4,2000,210,2
662,826,4,1999,210,2
662,826,4,1998,210,2
662,826,4,1997,210,2
662,826,4,1996,210,2
662,826,4,1995,210,2
662,826,4,1994,210,2
662,826,4,1993,210,2
662,826,4,1992,210,2
662,826,4,1991,210,2
662,826,4,1990,210,2
662,826,4,1989,210,2
662,826,4,1988,210,2
662,826,4,1987,210,2
662,826,4,1986,210,2
662,826,4,1985,210,2
662,826,4,1984,210,2
662,826,4,1983,210,2
662,826,4,1982,210,2
662,826,4,1981,210,2
662,826,4,1980,210,2
662,826,4,1979,0,0
662,826,4,1978,0,0
662,826,4,1977,0,0
662,826,4,1976,0,0
662,826,4,1975,0,0
662,826,4,1974,0,0
662,826,4,1973,0,0
662,826,4,1972,0,0
662,826,4,1971,0,0
662,826,4,1970,0,0
662,826,4,1969,0,0
662,826,4,1968,0,0
662,826,4,1967,0,0
662,826,4,1966,0,0
662,826,4,1965,0,0
662,826,4,1964,0,0
662,826,4,1963,0,0
662,826,4,1962,0,0
662,826,4,1961,0,0
662,826,4,1960,0,0
659,826,4,2020,210,2
659,826,4,2019,210,2
659,826,4,2018,210,2
659,826,4,2017,210,2
659,826,4,2016,210,2
659,826,4,2015,210,2
659,826,4,2014,210,2
659,826,4,2013,210,2
659,826,4,2012,210,2
659,826,4,2011,210,2
659,826,4,2010,210,2
659,826,4,2009,210,2
659,826,4,2008,210,2
659,826,4,2007,210,2
659,826,4,2006,210,2
659,826,4,2005,210,2
659,826,4,2004,210,2
659,826,4,2003,210,2
659,826,4,2002,210,2
659,826,4,2001,210,2
659,826,4,2000,210,2
659,826,4,1999,210,2
659,826,4,1998,210,2
659,826,4,1997,210,2
659,826,4,1996,210,2
659,826,4,1995,210,2
659,826,4,1994,210,2
659,826,4,1993,210,2
659,826,4,1992,210,2
659,826,4,1991,210,2
659,826,4,1990,210,2
659,826,4,1989,210,2
659,826,4,1988,210,2
659,826,4,1987,210,2
659,826,4,1986,210,2
659,826,4,1985,210,2
659,826,4,1984,999,9
659,826,4,1983,0,0
659,826,4,1982,0,0
659,826,4,1981,0,0
659,826,4,1980,0,0
659,826,4,1979,0,0
659,826,4,1978,0,0
659,826,4,1977,0,0
659,826,4,1976,0,0
659,826,4,1975,0,0
659,826,4,1974,0,0
659,826,4,1973,0,0
659,826,4,1972,0,0
659,826,4,1971,0,0
659,826,4,1970,0,0
659,826,4,1969,0,0
659,826,4,1968,0,0
659,826,4,1967,0,0
659,826,4,1966,0,0
659,826,4,1965,0,0
659,826,4,1964,0,0
659,826,4,1963,0,0
659,826,4,1962,0,0
659,826,4,1961,0,0
659,826,4,1960,0,0
646,56,1,2020,210,2
646,56,1,2019,210,2
646,56,1,2018,210,2
646,56,1,2017,210,2
646,56,1,2016,210,2
646,56,1,2015,210,2
646,56,1,2014,210,2
646,56,1,2013,210,2
646,56,1,2012,210,2
646,56,1,2011,210,2
646,56,1,2010,210,2
646,56,1,2009,210,2
646,56,1,2008,210,2
646,56,1,2007,210,2
646,56,1,2006,210,2
646,56,1,2005,210,2
646,56,1,2004,220,2
646,56,1,2003,110,1
646,56,1,2002,110,1
646,56,1,2001,110,1
646,56,1,2000,110,1
646,56,1,1999,110,1
646,56,1,1998,110,1
646,56,1,1997,110,1
646,56,1,1996,110,1
646,56,1,1995,110,1
646,56,1,1994,110,1
646,56,1,1993,110,1
646,56,1,1992,110,1
646,56,1,1991,110,1
646,56,1,1990,110,1
646,56,1,1989,110,1
646,56,1,1988,110,1
646,56,1,1987,110,1
646,56,1,1986,110,1
646,56,1,1985,110,1
646,56,1,1984,110,1
646,56,1,1983,110,1
646,56,1,1982,110,1
646,56,1,1981,110,1
646,56,1,1980,110,1
646,56,1,1979,110,1
646,56,1,1978,110,1
646,56,1,1977,110,1
646,56,1,1976,110,1
646,56,1,1975,110,1
646,56,1,1974,110,1
646,56,1,1973,110,1
646,56,1,1972,110,1
646,56,1,1971,110,1
646,56,1,1970,110,1
646,56,1,1969,110,1
646,56,1,1968,110,1
646,56,1,1967,110,1
646,56,1,1966,110,1
646,56,1,1965,110,1
646,56,1,1964,110,1
646,56,1,1963,110,1
646,56,1,1962,0,0
646,56,1,1961,0,0
646,56,1,1960,0,0
643,810,3,2020,210,2
643,810,3,2019,210,2
643,810,3,2018,210,2
643,810,3,2017,210,2
643,810,3,2016,210,2
643,810,3,2015,210,2
643,810,3,2014,210,2
643,810,3,2013,210,2
643,810,3,2012,210,2
643,810,3,2011,210,2
643,810,3,2010,210,2
643,810,3,2009,210,2
643,810,3,2008,210,2
643,810,3,2007,210,2
643,810,3,2006,210,2
643,810,3,2005,210,2
643,810,3,2004,210,2
643,810,3,2003,210,2
643,810,3,2002,210,2
643,810,3,2001,210,2
643,810,3,2000,210,2
643,810,3,1999,210,2
643,810,3,1998,210,2
643,810,3,1997,210,2
643,810,3,1996,210,2
643,810,3,1995,210,2
643,810,3,1994,210,2
643,810,3,1993,210,2
643,810,3,1992,999,9
643,810,3,1991,0,0
643,810,3,1990,0,0
643,810,3,1989,0,0
643,810,3,1988,0,0
643,810,3,1987,0,0
643,810,3,1986,0,0
643,810,3,1985,0,0
643,810,3,1984,0,0
643,810,3,1983,0,0
643,810,3,1982,0,0
643,810,3,1981,0,0
643,810,3,1980,0,0
643,810,3,1979,0,0
643,810,3,1978,0,0
643,810,3,1977,0,0
643,810,3,1976,0,0
643,810,3,1975,0,0
643,810,3,1974,0,0
643,810,3,1973,0,0
643,810,3,1972,0,0
643,810,3,1971,0,0
643,810,3,1970,0,0
643,810,3,1969,0,0
643,810,3,1968,0,0
643,810,3,1967,0,0
643,810,3,1966,0,0
643,810,3,1965,0,0
643,810,3,1964,0,0
643,810,3,1963,0,0
643,810,3,1962,0,0
643,810,3,1961,0,0
643,810,3,1960,0,0
642,NA,3,2020,210,2
642,NA,3,2019,210,2
642,NA,3,2018,210,2
642,NA,3,2017,210,2
642,NA,3,2016,210,2
642,NA,3,2015,210,2
642,NA,3,2014,210,2
642,NA,3,2013,210,2
642,NA,3,2012,210,2
642,NA,3,2011,210,2
642,NA,3,2010,210,2
642,NA,3,2009,210,2
642,NA,3,2008,210,2
642,NA,3,2007,210,2
642,NA,3,2006,210,2
642,NA,3,2005,210,2
642,NA,3,2004,210,2
642,NA,3,2003,210,2
642,NA,3,2002,210,2
642,NA,3,2001,210,2
642,NA,3,2000,210,2
642,NA,3,1999,210,2
642,NA,3,1998,210,2
642,NA,3,1997,210,2
642,NA,3,1996,210,2
642,NA,3,1995,210,2
642,NA,3,1994,210,2
642,NA,3,1993,210,2
642,NA,3,1992,210,2
642,NA,3,1991,210,2
642,NA,3,1990,210,2
642,NA,3,1989,210,2
642,NA,3,1988,210,2
642,NA,3,1987,210,2
642,NA,3,1986,210,2
642,NA,3,1985,210,2
642,NA,3,1984,210,2
642,NA,3,1983,210,2
642,NA,3,1982,210,2
642,NA,3,1981,210,2
642,NA,3,1980,210,2
642,NA,3,1979,210,2
642,NA,3,1978,210,2
642,NA,3,1977,210,2
642,NA,3,1976,210,2
642,NA,3,1975,210,2
642,NA,3,1974,210,2
642,NA,3,1973,210,2
642,NA,3,1972,210,2
642,NA,3,1971,210,2
642,NA,3,1970,210,2
642,NA,3,1969,210,2
642,NA,3,1968,210,2
642,NA,3,1967,210,2
642,NA,3,1966,210,2
642,NA,3,1965,210,2
642,NA,3,1964,210,2
642,NA,3,1963,210,2
642,NA,3,1962,210,2
642,NA,3,1961,210,2
642,NA,3,1960,210,2
634,826,2,2020,310,2
634,826,2,2019,310,2
634,826,2,2018,310,2
634,826,2,2017,310,2
634,826,2,2016,310,2
634,826,2,2015,310,2
634,826,2,2014,310,2
634,826,2,2013,310,2
634,826,2,2012,310,2
634,826,2,2011,310,2
634,826,2,2010,310,2
634,826,2,2009,310,2
634,826,2,2008,310,2
634,826,2,2007,310,2
634,826,2,2006,310,2
634,826,2,2005,310,2
634,826,2,2004,310,2
634,826,2,2003,310,2
634,826,2,2002,310,2
634,826,2,2001,310,2
634,826,2,2000,310,2
634,826,2,1999,310,2
634,826,2,1998,310,2
634,826,2,1997,310,2
634,826,2,1996,310,2
634,826,2,1995,310,2
634,826,2,1994,310,2
634,826,2,1993,310,2
634,826,2,1992,310,2
634,826,2,1991,310,2
634,826,2,1990,310,2
634,826,2,1989,310,2
634,826,2,1988,310,2
634,826,2,1987,310,2
634,826,2,1986,310,2
634,826,2,1985,310,2
634,826,2,1984,310,2
634,826,2,1983,310,2
634,826,2,1982,310,2
634,826,2,1981,310,2
634,826,2,1980,310,2
634,826,2,1979,310,2
634,826,2,1978,310,2
634,826,2,1977,310,2
634,826,2,1976,310,2
634,826,2,1975,310,2
634,826,2,1974,310,2
634,826,2,1973,310,2
634,826,2,1972,310,2
634,826,2,1971,0,0
634,826,2,1970,0,0
634,826,2,1969,0,0
634,826,2,1968,0,0
634,826,2,1967,0,0
634,826,2,1966,0,0
634,826,2,1965,0,0
634,826,2,1964,0,0
634,826,2,1963,0,0
634,826,2,1962,0,0
634,826,2,1961,0,0
634,826,2,1960,0,0
620,NA,3,2020,210,2
620,NA,3,2019,210,2
620,NA,3,2018,210,2
620,NA,3,2017,210,2
620,NA,3,2016,210,2
620,NA,3,2015,210,2
620,NA,3,2014,210,2
620,NA,3,2013,210,2
620,NA,3,2012,210,2
620,NA,3,2011,210,2
620,NA,3,2010,210,2
620,NA,3,2009,210,2
620,NA,3,2008,210,2
620,NA,3,2007,210,2
620,NA,3,2006,210,2
620,NA,3,2005,210,2
620,NA,3,2004,210,2
620,NA,3,2003,210,2
620,NA,3,2002,210,2
620,NA,3,2001,210,2
620,NA,3,2000,210,2
620,NA,3,1999,210,2
620,NA,3,1998,210,2
620,NA,3,1997,210,2
620,NA,3,1996,210,2
620,NA,3,1995,210,2
620,NA,3,1994,210,2
620,NA,3,1993,210,2
620,NA,3,1992,210,2
620,NA,3,1991,210,2
620,NA,3,1990,210,2
620,NA,3,1989,210,2
620,NA,3,1988,210,2
620,NA,3,1987,210,2
620,NA,3,1986,210,2
620,NA,3,1985,210,2
620,NA,3,1984,210,2
620,NA,3,1983,210,2
620,NA,3,1982,210,2
620,NA,3,1981,110,1
620,NA,3,1980,110,1
620,NA,3,1979,110,1
620,NA,3,1978,110,1
620,NA,3,1977,110,1
620,NA,3,1976,110,1
620,NA,3,1975,110,1
620,NA,3,1974,110,1
620,NA,3,1973,110,1
620,NA,3,1972,110,1
620,NA,3,1971,110,1
620,NA,3,1970,110,1
620,NA,3,1969,110,1
620,NA,3,1968,110,1
620,NA,3,1967,110,1
620,NA,3,1966,110,1
620,NA,3,1965,110,1
620,NA,3,1964,110,1
620,NA,3,1963,110,1
620,NA,3,1962,110,1
620,NA,3,1961,110,1
620,NA,3,1960,110,1
616,NA,3,2020,210,2
616,NA,3,2019,210,2
616,NA,3,2018,210,2
616,NA,3,2017,210,2
616,NA,3,2016,210,2
616,NA,3,2015,210,2
616,NA,3,2014,210,2
616,NA,3,2013,210,2
616,NA,3,2012,210,2
616,NA,3,2011,210,2
616,NA,3,2010,210,2
616,NA,3,2009,210,2
616,NA,3,2008,210,2
616,NA,3,2007,210,2
616,NA,3,2006,210,2
616,NA,3,2005,210,2
616,NA,3,2004,210,2
616,NA,3,2003,210,2
616,NA,3,2002,210,2
616,NA,3,2001,210,2
616,NA,3,2000,210,2
616,NA,3,1999,210,2
616,NA,3,1998,210,2
616,NA,3,1997,210,2
616,NA,3,1996,210,2
616,NA,3,1995,210,2
616,NA,3,1994,210,2
616,NA,3,1993,210,2
616,NA,3,1992,210,2
616,NA,3,1991,210,2
616,NA,3,1990,210,2
616,NA,3,1989,210,2
616,NA,3,1988,210,2
616,NA,3,1987,210,2
616,NA,3,1986,210,2
616,NA,3,1985,210,2
616,NA,3,1984,210,2
616,NA,3,1983,210,2
616,NA,3,1982,210,2
616,NA,3,1981,210,2
616,NA,3,1980,210,2
616,NA,3,1979,210,2
616,NA,3,1978,210,2
616,NA,3,1977,210,2
616,NA,3,1976,210,2
616,NA,3,1975,210,2
616,NA,3,1974,210,2
616,NA,3,1973,210,2
616,NA,3,1972,210,2
616,NA,3,1971,210,2
616,NA,3,1970,210,2
616,NA,3,1969,210,2
616,NA,3,1968,210,2
616,NA,3,1967,210,2
616,NA,3,1966,210,2
616,NA,3,1965,210,2
616,NA,3,1964,210,2
616,NA,3,1963,210,2
616,NA,3,1962,210,2
616,NA,3,1961,210,2
616,NA,3,1960,210,2
608,NA,2,2020,220,2
608,NA,2,2019,220,2
608,NA,2,2018,220,2
608,NA,2,2017,220,2
608,NA,2,2016,220,2
608,NA,2,2015,220,2
608,NA,2,2014,220,2
608,NA,2,2013,220,2
608,NA,2,2012,220,2
608,NA,2,2011,220,2
608,NA,2,2010,220,2
608,NA,2,2009,220,2
608,NA,2,2008,220,2
608,NA,2,2007,220,2
608,NA,2,2006,220,2
608,NA,2,2005,220,2
608,NA,2,2004,220,2
608,NA,2,2003,110,1
608,NA,2,2002,110,1
608,NA,2,2001,110,1
608,NA,2,2000,110,1
608,NA,2,1999,110,1
608,NA,2,1998,110,1
608,NA,2,1997,110,1
608,NA,2,1996,110,1
608,NA,2,1995,110,1
608,NA,2,1994,110,1
608,NA,2,1993,110,1
608,NA,2,1992,110,1
608,NA,2,1991,110,1
608,NA,2,1990,110,1
608,NA,2,1989,110,1
608,NA,2,1988,110,1
608,NA,2,1987,110,1
608,NA,2,1986,110,1
608,NA,2,1985,110,1
608,NA,2,1984,110,1
608,NA,2,1983,110,1
608,NA,2,1982,110,1
608,NA,2,1981,110,1
608,NA,2,1980,110,1
608,NA,2,1979,110,1
608,NA,2,1978,110,1
608,NA,2,1977,110,1
608,NA,2,1976,110,1
608,NA,2,1975,110,1
608,NA,2,1974,110,1
608,NA,2,1973,110,1
608,NA,2,1972,110,1
608,NA,2,1971,110,1
608,NA,2,1970,110,1
608,NA,2,1969,110,1
608,NA,2,1968,110,1
608,NA,2,1967,110,1
608,NA,2,1966,110,1
608,NA,2,1965,110,1
608,NA,2,1964,110,1
608,NA,2,1963,110,1
608,NA,2,1962,110,1
608,NA,2,1961,110,1
608,NA,2,1960,110,1
604,NA,4,2020,210,2
604,NA,4,2019,210,2
604,NA,4,2018,210,2
604,NA,4,2017,210,2
604,NA,4,2016,210,2
604,NA,4,2015,210,2
604,NA,4,2014,210,2
604,NA,4,2013,210,2
604,NA,4,2012,210,2
604,NA,4,2011,210,2
604,NA,4,2010,210,2
604,NA,4,2009,210,2
604,NA,4,2008,210,2
604,NA,4,2007,210,2
604,NA,4,2006,210,2
604,NA,4,2005,210,2
604,NA,4,2004,210,2
604,NA,4,2003,210,2
604,NA,4,2002,210,2
604,NA,4,2001,210,2
604,NA,4,2000,210,2
604,NA,4,1999,210,2
604,NA,4,1998,210,2
604,NA,4,1997,210,2
604,NA,4,1996,210,2
604,NA,4,1995,210,2
604,NA,4,1994,210,2
604,NA,4,1993,110,1
604,NA,4,1992,110,1
604,NA,4,1991,110,1
604,NA,4,1990,110,1
604,NA,4,1989,110,1
604,NA,4,1988,110,1
604,NA,4,1987,110,1
604,NA,4,1986,110,1
604,NA,4,1985,110,1
604,NA,4,1984,110,1
604,NA,4,1983,110,1
604,NA,4,1982,110,1
604,NA,4,1981,110,1
604,NA,4,1980,110,1
604,NA,4,1979,110,1
604,NA,4,1978,110,1
604,NA,4,1977,110,1
604,NA,4,1976,110,1
604,NA,4,1975,110,1
604,NA,4,1974,110,1
604,NA,4,1973,110,1
604,NA,4,1972,110,1
604,NA,4,1971,110,1
604,NA,4,1970,110,1
604,NA,4,1969,110,1
604,NA,4,1968,110,1
604,NA,4,1967,110,1
604,NA,4,1966,110,1
604,NA,4,1965,110,1
604,NA,4,1964,110,1
604,NA,4,1963,110,1
604,NA,4,1962,110,1
604,NA,4,1961,110,1
604,NA,4,1960,110,1
600,NA,4,2020,220,2
600,NA,4,2019,220,2
600,NA,4,2018,220,2
600,NA,4,2017,220,2
600,NA,4,2016,220,2
600,NA,4,2015,220,2
600,NA,4,2014,220,2
600,NA,4,2013,220,2
600,NA,4,2012,220,2
600,NA,4,2011,220,2
600,NA,4,2010,220,2
600,NA,4,2009,220,2
600,NA,4,2008,220,2
600,NA,4,2007,220,2
600,NA,4,2006,220,2
600,NA,4,2005,220,2
600,NA,4,2004,220,2
600,NA,4,2003,220,2
600,NA,4,2002,220,2
600,NA,4,2001,220,2
600,NA,4,2000,220,2
600,NA,4,1999,220,2
600,NA,4,1998,220,2
600,NA,4,1997,220,2
600,NA,4,1996,220,2
600,NA,4,1995,220,2
600,NA,4,1994,220,2
600,NA,4,1993,220,2
600,NA,4,1992,110,1
600,NA,4,1991,110,1
600,NA,4,1990,110,1
600,NA,4,1989,110,1
600,NA,4,1988,110,1
600,NA,4,1987,110,1
600,NA,4,1986,110,1
600,NA,4,1985,110,1
600,NA,4,1984,110,1
600,NA,4,1983,110,1
600,NA,4,1982,110,1
600,NA,4,1981,110,1
600,NA,4,1980,110,1
600,NA,4,1979,110,1
600,NA,4,1978,110,1
600,NA,4,1977,110,1
600,NA,4,1976,110,1
600,NA,4,1975,110,1
600,NA,4,1974,110,1
600,NA,4,1973,110,1
600,NA,4,1972,110,1
600,NA,4,1971,110,1
600,NA,4,1970,110,1
600,NA,4,1969,110,1
600,NA,4,1968,110,1
600,NA,4,1967,310,2
600,NA,4,1966,310,2
600,NA,4,1965,310,2
600,NA,4,1964,310,2
600,NA,4,1963,310,2
600,NA,4,1962,310,2
600,NA,4,1961,310,2
600,NA,4,1960,310,2
598,36,6,2020,110,1
598,36,6,2019,110,1
598,36,6,2018,110,1
598,36,6,2017,110,1
598,36,6,2016,110,1
598,36,6,2015,110,1
598,36,6,2014,110,1
598,36,6,2013,110,1
598,36,6,2012,110,1
598,36,6,2011,110,1
598,36,6,2010,110,1
598,36,6,2009,110,1
598,36,6,2008,110,1
598,36,6,2007,110,1
598,36,6,2006,110,1
598,36,6,2005,110,1
598,36,6,2004,110,1
598,36,6,2003,110,1
598,36,6,2002,110,1
598,36,6,2001,110,1
598,36,6,2000,110,1
598,36,6,1999,110,1
598,36,6,1998,110,1
598,36,6,1997,110,1
598,36,6,1996,110,1
598,36,6,1995,110,1
598,36,6,1994,110,1
598,36,6,1993,110,1
598,36,6,1992,110,1
598,36,6,1991,110,1
598,36,6,1990,110,1
598,36,6,1989,110,1
598,36,6,1988,110,1
598,36,6,1987,110,1
598,36,6,1986,110,1
598,36,6,1985,110,1
598,36,6,1984,110,1
598,36,6,1983,110,1
598,36,6,1982,110,1
598,36,6,1981,110,1
598,36,6,1980,110,1
598,36,6,1979,110,1
598,36,6,1978,110,1
598,36,6,1977,110,1
598,36,6,1976,110,1
598,36,6,1975,0,0
598,36,6,1974,0,0
598,36,6,1973,0,0
598,36,6,1972,0,0
598,36,6,1971,0,0
598,36,6,1970,0,0
598,36,6,1969,0,0
598,36,6,1968,0,0
598,36,6,1967,0,0
598,36,6,1966,0,0
598,36,6,1965,0,0
598,36,6,1964,0,0
598,36,6,1963,0,0
598,36,6,1962,0,0
598,36,6,1961,0,0
598,36,6,1960,0,0
591,NA,4,2020,320,2
591,NA,4,2019,320,2
591,NA,4,2018,320,2
591,NA,4,2017,320,2
591,NA,4,2016,320,2
591,NA,4,2015,320,2
591,NA,4,2014,320,2
591,NA,4,2013,320,2
591,NA,4,2012,320,2
591,NA,4,2011,320,2
591,NA,4,2010,320,2
591,NA,4,2009,320,2
591,NA,4,2008,320,2
591,NA,4,2007,320,2
591,NA,4,2006,320,2
591,NA,4,2005,320,2
591,NA,4,2004,320,2
591,NA,4,2003,320,2
591,NA,4,2002,320,2
591,NA,4,2001,320,2
591,NA,4,2000,320,2
591,NA,4,1999,320,2
591,NA,4,1998,320,2
591,NA,4,1997,320,2
591,NA,4,1996,320,2
591,NA,4,1995,320,2
591,NA,4,1994,320,2
591,NA,4,1993,320,2
591,NA,4,1992,320,2
591,NA,4,1991,320,2
591,NA,4,1990,320,2
591,NA,4,1989,320,2
591,NA,4,1988,320,2
591,NA,4,1987,320,2
591,NA,4,1986,320,2
591,NA,4,1985,320,2
591,NA,4,1984,320,2
591,NA,4,1983,320,2
591,NA,4,1982,320,2
591,NA,4,1981,320,2
591,NA,4,1980,320,2
591,NA,4,1979,320,2
591,NA,4,1978,320,2
591,NA,4,1977,320,2
591,NA,4,1976,320,2
591,NA,4,1975,320,2
591,NA,4,1974,320,2
591,NA,4,1973,320,2
591,NA,4,1972,110,1
591,NA,4,1971,110,1
591,NA,4,1970,110,1
591,NA,4,1969,110,1
591,NA,4,1968,110,1
591,NA,4,1967,110,1
591,NA,4,1966,110,1
591,NA,4,1965,110,1
591,NA,4,1964,110,1
591,NA,4,1963,110,1
591,NA,4,1962,110,1
591,NA,4,1961,110,1
591,NA,4,1960,110,1
585,840,6,2020,210,2
585,840,6,2019,210,2
585,840,6,2018,210,2
585,840,6,2017,210,2
585,840,6,2016,210,2
585,840,6,2015,210,2
585,840,6,2014,210,2
585,840,6,2013,210,2
585,840,6,2012,210,2
585,840,6,2011,210,2
585,840,6,2010,210,2
585,840,6,2009,210,2
585,840,6,2008,210,2
585,840,6,2007,210,2
585,840,6,2006,210,2
585,840,6,2005,110,1
585,840,6,2004,110,1
585,840,6,2003,110,1
585,840,6,2002,110,1
585,840,6,2001,110,1
585,840,6,2000,110,1
585,840,6,1999,110,1
585,840,6,1998,110,1
585,840,6,1997,110,1
585,840,6,1996,110,1
585,840,6,1995,110,1
585,840,6,1994,0,0
585,840,6,1993,0,0
585,840,6,1992,0,0
585,840,6,1991,0,0
585,840,6,1990,0,0
585,840,6,1989,0,0
585,840,6,1988,0,0
585,840,6,1987,0,0
585,840,6,1986,0,0
585,840,6,1985,0,0
585,840,6,1984,0,0
585,840,6,1983,0,0
585,840,6,1982,0,0
585,840,6,1981,0,0
585,840,6,1980,0,0
585,840,6,1979,0,0
585,840,6,1978,0,0
585,840,6,1977,0,0
585,840,6,1976,0,0
585,840,6,1975,0,0
585,840,6,1974,0,0
585,840,6,1973,0,0
585,840,6,1972,0,0
585,840,6,1971,0,0
585,840,6,1970,0,0
585,840,6,1969,0,0
585,840,6,1968,0,0
585,840,6,1967,0,0
585,840,6,1966,0,0
585,840,6,1965,0,0
585,840,6,1964,0,0
585,840,6,1963,0,0
585,840,6,1962,0,0
585,840,6,1961,0,0
585,840,6,1960,0,0
586,NA,2,2020,110,1
586,NA,2,2019,110,1
586,NA,2,2018,110,1
586,NA,2,2017,110,1
586,NA,2,2016,110,1
586,NA,2,2015,110,1
586,NA,2,2014,110,1
586,NA,2,2013,110,1
586,NA,2,2012,110,1
586,NA,2,2011,110,1
586,NA,2,2010,110,1
586,NA,2,2009,110,1
586,NA,2,2008,110,1
586,NA,2,2007,110,1
586,NA,2,2006,110,1
586,NA,2,2005,110,1
586,NA,2,2004,110,1
586,NA,2,2003,110,1
586,NA,2,2002,110,1
586,NA,2,2001,110,1
586,NA,2,2000,110,1
586,NA,2,1999,110,1
586,NA,2,1998,110,1
586,NA,2,1997,110,1
586,NA,2,1996,110,1
586,NA,2,1995,110,1
586,NA,2,1994,110,1
586,NA,2,1993,110,1
586,NA,2,1992,110,1
586,NA,2,1991,110,1
586,NA,2,1990,110,1
586,NA,2,1989,110,1
586,NA,2,1988,110,1
586,NA,2,1987,110,1
586,NA,2,1986,110,1
586,NA,2,1985,110,1
586,NA,2,1984,110,1
586,NA,2,1983,110,1
586,NA,2,1982,110,1
586,NA,2,1981,110,1
586,NA,2,1980,110,1
586,NA,2,1979,110,1
586,NA,2,1978,110,1
586,NA,2,1977,110,1
586,NA,2,1976,110,1
586,NA,2,1975,110,1
586,NA,2,1974,110,1
586,NA,2,1973,110,1
586,NA,2,1972,110,1
586,NA,2,1971,110,1
586,NA,2,1970,110,1
586,NA,2,1969,110,1
586,NA,2,1968,110,1
586,NA,2,1967,110,1
586,NA,2,1966,110,1
586,NA,2,1965,110,1
586,NA,2,1964,110,1
586,NA,2,1963,110,1
586,NA,2,1962,110,1
586,NA,2,1961,110,1
586,NA,2,1960,110,1
512,NA,2,2020,210,2
512,NA,2,2019,210,2
512,NA,2,2018,210,2
512,NA,2,2017,210,2
512,NA,2,2016,210,2
512,NA,2,2015,210,2
512,NA,2,2014,210,2
512,NA,2,2013,210,2
512,NA,2,2012,210,2
512,NA,2,2011,210,2
512,NA,2,2010,210,2
512,NA,2,2009,210,2
512,NA,2,2008,210,2
512,NA,2,2007,210,2
512,NA,2,2006,210,2
512,NA,2,2005,210,2
512,NA,2,2004,210,2
512,NA,2,2003,210,2
512,NA,2,2002,210,2
512,NA,2,2001,210,2
512,NA,2,2000,210,2
512,NA,2,1999,210,2
512,NA,2,1998,210,2
512,NA,2,1997,210,2
512,NA,2,1996,210,2
512,NA,2,1995,210,2
512,NA,2,1994,210,2
512,NA,2,1993,210,2
512,NA,2,1992,210,2
512,NA,2,1991,210,2
512,NA,2,1990,210,2
512,NA,2,1989,210,2
512,NA,2,1988,210,2
512,NA,2,1987,210,2
512,NA,2,1986,210,2
512,NA,2,1985,210,2
512,NA,2,1984,210,2
512,NA,2,1983,999,9
512,NA,2,1982,999,9
